"","53ea7f0500e5790843000001","53ec1ba3adfd950841000000","53ecff906ce61cfb2e000004","53ed01cceab72a9241000000","53ed5839a9a0b1572a000000","53f12e1eee140fba78000001","53f29bcb6ce61ce921000000","53f330abee140fd373000003","53f37f54a9a0b13220000001","53f3c020eab72a0d71000002"
"N. V., 79924",0,0,0,0,1,0,0,0,0,0
"J. P., 03462",0,0,0,0,1,0,0,0,0,0
"S. G., 6100",0,0,0,0,1,0,0,0,0,0
"B. D., 92058",0,0,0,0,1,0,0,0,0,0
"W. H., 31907-7006",0,0,0,0,1,0,0,0,0,0
"I. Q., 74066",0,0,0,0,1,0,0,0,0,0
"C. N., 98106",0,0,0,0,1,0,0,0,0,0
"K. D., 08201",0,0,0,0,1,0,0,0,0,0
"C. E., 29485-9003",0,0,0,0,1,0,0,0,0,0
"E. E., 38118",0,0,0,0,1,0,0,0,0,0
"L. B., 64109 ",0,0,0,0,1,0,0,0,0,0
"M. B., 1019WK",0,0,0,0,1,0,0,0,0,0
"N. V., 11205",0,0,0,0,1,0,0,0,0,0
"M. M., 48823",0,0,0,0,1,0,0,0,0,0
"K. P., 10033",0,0,0,0,0,1,0,0,0,0
"T. O., 98405",0,0,0,0,0,1,0,0,0,0
"C. H., 77833",0,0,0,0,0,1,0,0,0,0
"R. C., 91950",0,0,0,0,0,1,0,0,0,0
"J. K., 90026",0,0,0,0,0,1,0,0,0,0
"T. C., 90034",0,0,0,0,0,1,0,0,0,0
"R. R., 47401",0,0,0,0,0,1,0,0,0,0
"B. W., 78723",0,0,0,0,0,1,0,0,0,0
"S. R., 38655",0,0,0,0,0,1,0,0,0,0
"J. B., 11233",0,0,0,0,0,1,0,0,0,0
"J. G., 06513",0,0,0,0,0,1,0,0,0,0
"R. S., 65807",0,0,0,0,0,1,0,0,0,0
"J. P., 20001",0,0,0,0,0,1,0,0,0,0
"R. C., 77445",0,0,0,0,0,1,0,0,0,0
"J. R., 32137",0,0,0,0,0,1,0,0,0,0
"D. B., 92203",0,0,0,0,0,1,0,0,0,0
"P. L., 91101",0,0,0,0,0,1,0,0,0,0
"R. B., 98671",0,0,0,0,0,1,0,0,1,0
"L. W., 10031",0,0,0,0,0,1,0,0,0,0
"R. H., 27012",0,0,0,0,0,1,0,0,0,0
"J. S., 94947",0,0,0,0,0,1,0,0,0,0
"K. R., 99301",0,0,0,0,0,1,0,0,0,0
"A. S., 93535",0,0,0,0,0,1,0,0,0,1
"P. G., 90065",0,0,0,0,0,1,0,0,0,0
"F. A., 3400",0,0,0,0,0,1,0,0,0,0
"Z. C., 43229",0,0,0,0,0,1,0,0,0,1
"B. U., 34746",0,0,0,0,0,1,0,0,0,0
"J. Q., 70634",0,0,0,0,0,1,0,0,0,0
"L. R., 01027",0,0,0,0,0,1,0,0,0,0
"J. B., 30606",0,0,0,0,0,1,0,0,0,1
"N. S., 30035",0,0,0,0,0,1,0,0,0,0
"J. C., 94602",0,0,0,0,0,1,0,0,0,0
"R. S., 91001",0,0,0,0,0,1,0,0,0,0
"M. W., 22901",0,0,0,0,0,1,0,0,0,0
"M. R., 30813",0,0,0,0,0,1,0,0,0,1
"J. S., 95608",0,0,0,0,0,1,0,0,0,1
"J. L., 54911",0,0,0,0,0,1,0,0,0,0
"J. B., 20745",0,0,0,0,0,1,0,0,0,0
"A. K., 19146",0,0,0,0,0,1,0,0,0,0
"A. L., 23503",0,0,0,0,0,1,0,0,0,0
"Z. R., 12496",0,0,0,0,0,1,0,0,0,1
"J. P., 06360",0,0,0,0,0,1,0,0,0,0
"S. L., 92831",0,0,0,0,0,1,0,0,0,0
"B. S., 07090",0,0,0,0,0,1,0,0,0,0
"A. D., 19130",0,0,0,0,0,1,0,0,0,0
"B. J., 06710",0,0,0,0,0,1,0,0,0,0
"T. C., 30338",0,0,0,0,0,1,0,0,0,0
"K. S., 36117",0,0,0,0,0,1,0,0,0,1
"M. S., 91344",0,0,0,0,0,1,0,0,0,0
"C. M., 01602",0,0,0,0,0,1,0,0,0,0
"R. S., 10467",0,0,0,0,0,1,0,0,0,0
"R. M., 23922",0,0,0,0,0,1,0,0,0,0
"D. W., 07026",0,0,0,0,0,1,0,0,0,0
"N. H., 91104",0,0,0,0,0,1,0,0,0,0
"L. J., 90016",0,0,0,0,0,1,0,0,0,0
"M. B., 66612",0,0,0,0,0,1,0,0,0,0
"M. M., 16232",0,0,0,0,0,1,0,0,0,0
"B. V., 30022",0,0,0,0,0,1,0,0,0,0
"M. H., 98112",0,0,0,0,0,1,0,0,0,0
"D. T., 44302",0,0,0,0,0,1,0,0,0,0
"W. W., 21014",0,0,0,0,0,1,0,0,0,0
"S. H., 55406",0,0,0,0,0,1,0,0,0,0
"S. R., 48227",0,0,0,0,0,1,0,0,0,0
"B. F., 57001",0,0,0,0,0,1,0,0,0,1
"R. H., 55423",0,0,0,0,0,1,0,0,0,0
"F. H., 23222",0,0,0,0,0,1,0,0,0,0
"B. J., 95330",0,0,0,0,0,1,0,0,0,0
"K. K., 97330",0,0,0,0,0,1,0,0,0,0
"H. S., 47408",0,0,0,0,0,1,0,0,0,0
"L. L., 90266",0,0,0,0,0,1,0,0,0,0
"L. V., 75089",0,0,0,0,0,1,0,0,0,0
"I. A., 90222",0,0,0,0,0,1,0,0,0,0
"J. G., 01109",0,0,0,0,0,1,0,0,0,0
"R. B., 48360",0,0,0,0,0,1,0,0,0,0
"S. P., 25314",0,0,0,0,0,1,0,0,0,1
"B. J., 60652",0,0,0,0,0,1,0,0,0,0
"M. M., 90065",0,0,0,0,0,1,0,0,0,0
"N. B., 89044",0,0,0,0,0,1,0,0,0,0
"B. G., 53911",0,0,0,0,0,1,0,0,0,0
"G. F., 77009",0,0,0,0,0,1,0,0,0,0
"A. B., 33770",0,0,0,0,0,1,0,0,0,0
"J. G., 94102-5143",0,0,0,0,0,1,0,1,0,0
"L. S., 20744",0,0,0,0,0,1,0,0,0,0
"G. K., 78732",0,0,0,0,0,1,0,0,0,0
"C. M., 63031",0,0,0,0,0,1,0,0,0,1
"J. B., 95818",0,0,0,0,0,1,0,0,0,0
"A. S., 2719",0,0,0,0,0,1,0,0,0,0
"B. P., 91024",0,0,0,0,0,1,0,0,0,0
"J. M., 30736",0,0,0,0,0,1,0,0,0,0
"R. F., 85224",0,0,0,0,0,1,0,0,0,0
"L. K., 97058",0,0,0,0,0,1,0,0,0,1
"L. F., 80516",0,0,0,0,0,1,0,0,0,0
"A. W., 90036",0,0,0,0,0,1,0,0,0,0
"C. D., 93906",0,0,0,0,0,1,0,0,0,0
"M. J., 75042",0,0,0,0,0,1,0,0,0,0
"R. L., 85267",0,0,0,0,0,1,0,0,0,0
"P. D., 95969",0,0,0,0,0,1,0,0,0,0
"J. K., 63385",0,0,0,0,0,1,0,0,0,0
"D. S., 89521",0,0,0,0,0,1,0,0,0,0
"A. L., 30032",0,0,0,0,0,1,0,0,0,0
"C. E., 28739",0,0,0,0,0,1,0,0,0,1
"N. J., 76177",0,0,0,0,0,1,0,0,0,0
"J. M., 83706",0,0,0,0,0,1,0,0,0,0
"J. B., 93635",0,0,0,0,0,1,0,0,0,0
"L. P., 36301",0,0,0,0,0,1,0,0,0,0
"T. D., 08030",0,0,0,0,0,1,0,0,0,0
"J. S., 26537",0,0,0,0,0,1,0,0,0,0
"A. O., 11218",0,0,0,0,0,1,0,0,0,0
"J. C., 10805",0,0,0,0,0,1,0,0,0,0
"R. T., 33311",0,0,0,0,0,1,0,0,1,0
"H. A., 55406",0,0,0,0,0,1,0,0,0,0
"D. B., 98105",0,0,0,0,0,1,0,0,0,0
"C. B., 91207",0,0,0,0,0,1,0,0,0,0
"O. O., 22204",0,0,0,0,0,1,0,0,1,0
"M. M., L6H6L7",0,0,0,0,0,1,0,0,0,0
"N. R., 64111",0,0,0,0,0,1,0,0,0,0
"L. W., 98296",0,0,0,0,0,1,0,0,0,0
"B. M., 66533",0,0,0,0,0,1,0,0,0,0
"C. A., 91754",0,0,0,0,0,1,0,0,0,0
"J. C., 30605",0,0,0,0,0,1,0,0,0,0
"J. J., 73069",0,0,0,0,0,1,0,0,0,0
"I. E., 20011",0,0,0,0,0,1,0,0,0,0
"S. G., 94610",0,0,0,0,0,1,0,0,0,0
"M. F., 89144",0,0,0,0,0,1,0,0,0,0
"C. P., 93560",0,0,0,0,0,1,0,0,0,0
"D. F., 90064",0,0,0,0,0,1,0,0,0,0
"M. W., 90405",0,0,0,0,0,1,0,0,0,0
"C. M., 02720",0,0,0,0,0,1,0,0,0,1
"M. A., 97229",0,0,0,0,0,1,0,0,0,0
"D. T., 63146",0,0,0,0,0,1,0,0,1,0
"C. G., 91104 ",0,0,0,0,0,1,0,0,0,0
"C. L., 60901",0,0,0,0,0,1,0,0,0,0
"V. G., 30044",0,0,0,0,0,1,0,0,0,0
"J. G., 93021",0,0,0,0,0,1,0,0,0,0
"H. C., 92604",0,0,0,0,0,1,0,0,0,0
"A. B., 07712",0,0,0,0,0,1,0,0,0,0
"J. H., 85745",0,0,0,0,0,1,0,0,0,0
"A. P., 98229",0,0,0,0,0,1,0,0,0,0
"L. Z., 78731",0,0,0,0,0,1,0,0,0,0
"C. G., 91423",0,0,0,0,0,1,0,0,0,0
"F. T., 87111",0,0,0,0,0,1,0,0,0,0
"S. G., 91020",0,0,0,0,0,1,0,0,0,0
"L. S., 72201",0,0,0,0,0,1,0,0,0,0
"C. D., 02740",0,0,0,0,0,1,0,0,0,0
"J. D., 90065",0,0,0,0,0,1,0,0,0,0
"L. O., 46321",0,0,0,0,0,1,0,0,0,0
"B. P., 27455",0,0,0,0,0,1,0,0,0,0
"K. M., 91423",0,0,0,0,0,1,0,0,0,0
"J. H., 10701",0,0,0,0,0,1,0,0,0,0
"C. J., 91344",0,0,0,0,0,1,0,0,0,0
"W. B., 10029",0,0,0,0,0,1,0,0,0,0
"J. S., 33445",0,0,0,0,0,1,0,0,0,0
"D. S., 11213",0,0,0,0,0,1,0,0,0,0
"S. P., 07726",0,0,0,0,0,1,0,0,0,0
"D. C., 29209",0,0,0,0,0,1,0,0,0,0
"A. S., 50265",0,0,0,0,0,1,0,0,0,0
"C. B., 11216",0,0,0,0,0,1,0,0,0,0
"P. H., 43221",0,0,0,0,0,1,0,0,0,0
"I. D., 92683",0,0,0,0,0,1,0,0,0,0
"A. M., 30296",0,0,0,0,0,1,0,0,0,0
"J. A., 30064",0,0,0,0,0,1,0,0,0,1
"L. S., 65202",0,0,0,0,0,1,0,0,0,1
"C. M., 30316",0,0,0,0,0,1,0,0,0,0
"K. L., 91103",0,0,0,0,0,1,0,0,0,0
"D. A., 22193",0,0,0,0,0,1,0,0,0,0
"K. P., 18702-1447",0,0,0,0,0,1,0,0,0,0
"E. H., 10026",0,0,0,0,0,1,0,0,0,0
"F. C., 11238",0,0,0,0,0,1,0,0,0,0
"R. R., 03840",0,0,0,0,0,1,0,0,0,0
"T. C., 53704",0,0,0,0,0,1,0,0,0,0
"E. K., 48154",0,0,0,0,0,1,0,0,0,0
"L. W., 97206",0,0,0,0,0,1,0,0,0,0
"J. T., 85007",0,0,0,0,0,1,0,0,0,0
"R. D., 98664",0,0,0,0,0,1,0,0,0,0
"J. B., 19050",0,0,0,0,0,1,0,0,0,0
"E. G., 95616",0,0,0,0,0,1,0,0,0,0
"G. A., 01902",0,0,0,0,0,1,0,0,0,0
"C. C., 22923",0,0,0,0,0,1,0,0,0,0
"L. T., 98267",0,0,0,0,0,1,0,0,0,0
"C. O., 10475",0,0,0,0,0,1,0,0,0,0
"M. C., 90063",0,0,0,0,0,1,0,0,0,0
"W. R., 34222",0,0,0,0,0,1,0,0,0,0
"A. W., 20837",0,0,0,0,0,1,0,0,0,0
"S. S., 28768",0,0,0,0,0,1,0,0,0,0
"C. T., 95842",0,0,0,0,0,1,0,0,0,0
"E. K., 77043",0,0,0,0,0,1,0,0,0,0
"J. B., 32236",0,0,0,0,0,1,0,0,0,0
"E. P., 15147",0,0,0,0,0,1,0,0,0,0
"J. S., 90039",0,0,0,0,0,1,0,0,0,0
"D. C., 97330",0,0,0,0,0,1,0,0,0,0
"S. S., 98122",0,0,0,0,0,1,0,0,0,0
"F. S., 32643",0,0,0,0,0,1,0,0,0,0
"S. I., 34787",0,0,0,0,0,1,0,0,0,0
"A. C., 15237",0,0,0,0,0,1,0,0,0,0
"D. B., 78745",0,0,0,0,0,1,0,0,0,0
"J. I., 90232-2817",0,0,0,0,0,1,0,0,0,0
"J. M., 47201",0,0,0,0,0,1,0,0,0,0
"H. I., 94131-1800",0,0,0,0,0,1,0,0,0,0
"S. K., 66054",0,0,0,0,0,1,0,0,0,0
"M. E., 82601",0,0,0,0,0,1,0,0,0,0
"M. E., 93292",0,0,0,0,0,1,0,0,0,0
"O. H., 74075",0,0,0,0,0,1,0,0,0,1
"K. W., 02536",0,0,0,0,0,1,0,0,0,0
"L. N., 83714",0,0,0,0,0,1,0,0,0,0
"J. C., 25265",0,0,0,0,0,1,0,0,0,1
"K. H., 94947",0,0,0,0,0,1,0,0,0,0
"R. R., 10303",0,0,0,0,0,1,0,0,0,0
"C. O., 30004",0,0,0,0,0,1,0,0,0,0
"D. S., 23116",0,0,0,0,0,1,0,0,0,0
"B. V., 07628",0,0,0,0,0,1,0,0,0,1
"C. B., 10553",0,0,0,0,0,1,0,0,0,0
"G. C., 03440",0,0,0,0,0,1,0,0,0,1
"J. C., 24201",0,0,0,0,0,1,0,0,0,1
"M. W., 61820",0,0,0,0,0,1,0,0,0,0
"B. K., 97123",0,0,0,0,0,1,0,0,0,1
"J. P., 93514",0,0,0,0,0,1,0,0,0,0
"T. S., 37615",0,0,0,0,0,1,0,0,0,1
"C. F., 90803",0,0,0,0,0,1,0,0,0,0
"W. C., 03031",0,0,0,0,0,1,0,0,0,0
"C. W., 87110",0,0,0,0,0,1,0,0,0,1
"L. K., 49267",0,0,0,0,0,1,0,0,0,0
"K. G., 97003",0,0,0,0,0,1,0,0,0,0
"R. E., 91791",0,0,0,0,0,1,0,0,0,0
"T. B., 93534",0,0,0,0,0,1,0,0,0,0
"E. S., 94103",0,0,0,0,0,1,0,0,0,1
"J. B., 11952",0,0,0,0,0,1,0,0,0,0
"A. S., 91001",0,0,0,0,0,1,0,0,0,0
"P. C., 314 0103",0,0,0,0,0,1,0,0,0,0
"P. M., 20155",0,0,0,0,0,1,0,0,0,0
"B. F., 80501",0,0,0,0,0,1,0,0,1,0
"B. R., 89052",0,0,0,0,0,1,0,0,0,0
"D. C., 90715",0,0,0,0,0,1,0,0,0,0
"V. R., 90266",0,0,0,0,0,1,0,0,0,0
"D. D., 34601",0,0,0,0,0,1,0,0,0,0
"J. G., 33150",0,0,0,0,0,1,0,0,0,0
"D. K., 14101",0,0,0,0,0,1,0,0,0,0
"A. C., 86046",0,0,0,0,0,1,0,0,0,0
"J. P., wa14 2ng",0,0,0,0,0,1,0,0,0,0
"B. N., 94526-2907",0,0,0,0,0,1,0,0,0,0
"T. J., 48192",0,0,0,0,0,1,0,0,0,0
"E. C., 89701",0,0,0,0,0,1,0,0,0,0
"J. G., 90041",0,0,0,0,0,1,0,0,0,0
"J. G., 98204",0,0,0,0,0,1,0,0,0,0
"W. G., 30605",0,0,0,0,0,1,0,0,0,0
"V. D., 28607",0,0,0,0,0,1,0,0,0,1
"K. H., 11230",0,0,0,0,0,1,0,0,0,0
"D. F., 89144",0,0,0,0,0,1,0,0,0,0
"C. S., 48864",0,0,0,0,0,1,0,0,0,0
"N. G., 65804",0,0,0,0,0,1,0,0,0,0
"P. M., 64151",0,0,0,0,0,1,0,0,0,0
"G. P., 71129",0,0,0,0,0,1,0,0,0,0
"S. L., 90731",0,0,0,0,0,1,0,0,0,0
"B. J., 90621-1016",0,0,0,0,0,1,0,0,0,0
"T. H., 23228",0,0,0,0,0,1,0,0,0,0
"P. C., 90230",0,0,0,0,0,1,0,0,0,0
"N. S., 94544",0,0,0,0,0,1,0,0,0,0
"P. B., 90630",0,0,0,0,0,1,0,0,0,0
"S. H., 90043",0,0,0,0,0,1,0,0,0,0
"R. C., 11379",0,0,0,0,0,1,0,0,0,0
"J. H., 20607",0,0,0,0,0,1,0,0,0,0
"M. W., 94544",0,0,0,0,0,1,0,0,0,1
"N. J., 60611",0,0,0,0,0,1,0,0,0,0
"J. L., 95136",0,0,0,0,0,1,0,0,0,0
"R. D., 36608",0,0,0,0,0,1,0,0,0,0
"M. M., 11377",0,0,0,0,0,1,0,0,0,0
"K. W., 78751",0,0,0,0,0,1,0,0,0,0
"R. O., 77089-5353",0,0,0,0,0,1,0,0,0,0
"K. E., 28711",0,0,0,0,0,1,0,0,0,0
"J. S., 53110",0,0,0,0,0,1,0,0,0,0
"T. Y., 60501",0,0,0,0,0,1,0,0,0,0
"P. F., 90250",0,0,0,0,0,1,0,0,0,0
"T. K., 07013",0,0,0,0,0,1,0,0,0,0
"A. G., 20020",0,0,0,0,0,1,0,0,0,0
"E. G., 96818",0,0,0,0,0,1,0,0,0,0
"D. D., 92120",0,0,0,0,0,1,0,0,0,0
"D. B., 97236",0,0,0,0,0,1,0,0,0,0
"N. L., 85743",0,0,0,0,0,1,0,0,0,0
"T. R., 27530",0,0,0,0,0,1,0,0,0,1
"T. H., 28704",0,0,0,0,0,1,0,1,0,0
"R. Z., 01506",0,0,0,0,0,1,0,0,0,0
"M. R., 22193",0,0,0,0,0,1,0,0,0,0
"I. F., 90501",0,0,0,0,0,1,0,0,0,0
"E. M., 02720",0,0,0,0,0,1,0,0,0,0
"C. S., 30238",0,0,0,0,0,1,0,0,0,0
"T. R., 27834",0,0,0,0,0,1,0,0,0,1
"D. B., 60615",0,0,0,0,0,1,0,0,0,1
"G. B., 90041",0,0,0,0,0,1,0,0,0,0
"S. D., 23452",0,0,0,0,0,1,0,0,0,0
"M. W., 60443",0,0,0,0,0,1,0,0,0,0
"C. D., 93637",0,0,0,0,0,1,0,0,0,0
"A. L., 02468",0,0,0,0,0,1,0,0,0,0
"A. A., 08310",0,0,0,0,0,1,0,0,0,0
"V. C., 16101",0,0,0,0,0,1,0,0,0,0
"S. H., 62650",0,0,0,0,0,1,0,0,0,0
"E. H., 39042",0,0,0,0,0,1,0,0,0,0
"M. W., 29601",0,0,0,0,0,1,0,0,0,0
"D. S., 03820",0,0,0,0,0,1,0,0,0,0
"R. P., 12603",0,0,0,0,0,1,0,1,0,1
"B. B., 48192",0,0,0,0,0,1,0,0,0,0
"A. B., 94587",0,0,0,0,0,1,0,0,0,1
"L. M., 20903",0,0,0,0,0,1,0,0,0,0
"C. P., 66212",0,0,0,0,0,1,0,0,0,0
"T. R., 91711",0,0,0,0,0,1,0,0,0,0
"L. B., 37206",0,0,0,0,0,1,0,0,0,0
"B. D., 34609",0,0,0,0,0,1,0,0,0,0
"M. M., 99202",0,0,0,0,0,1,0,0,0,1
"K. M., 08802",0,0,0,0,0,1,0,0,0,0
"T. C., 89701",0,0,0,0,0,1,0,0,0,0
"R. A., 83835",0,0,0,0,0,1,0,0,0,0
"D. A., 50677-1705",0,0,0,0,0,1,0,0,0,0
"A. K., 55407",0,0,0,0,0,1,0,0,0,0
"G. S., 01701",0,0,0,0,0,1,0,0,0,0
"R. B., 91702",0,0,0,0,0,1,0,0,0,0
"H. M., 90291",0,0,0,0,0,1,0,0,0,0
"A. R., 42141",0,0,0,0,0,1,0,0,0,0
"R. S., 04654",0,0,0,0,0,1,0,0,0,0
"S. M., 15120",0,0,0,0,0,1,0,0,0,0
"K. B., 27616",0,0,0,0,0,1,0,0,0,0
"F. F., 18702",0,0,0,0,0,1,0,0,0,0
"L. S., 90210",0,0,0,0,0,1,0,0,0,0
"L. M., 29036",0,0,0,0,0,1,0,0,0,0
"J. C., 89044",0,0,0,0,0,1,0,0,0,1
"R. B., 903052217",0,0,0,0,0,1,0,0,0,0
"J. L., 85745",0,0,0,0,0,1,0,0,0,0
"R. G., 90013",0,0,0,0,0,1,0,0,0,0
"S. R., 55104",0,0,0,0,0,1,0,0,0,0
"M. J., 90807",0,0,0,0,0,1,0,0,0,0
"M. F., 76111",0,0,0,0,0,1,0,0,0,0
"R. D., 91106",0,0,0,0,0,1,0,0,0,0
"V. S., 45701",0,0,0,0,0,1,0,0,0,0
"M. M., 60458",0,0,0,0,0,1,0,0,0,1
"C. M., 22968",0,0,0,0,0,1,0,0,0,0
"J. M., 94533",0,0,0,0,0,1,0,0,0,0
"R. P., 77027",0,0,0,0,0,1,0,0,0,0
"K. F., 20912",0,0,0,0,0,1,0,0,0,0
"J. A., 50703",0,0,0,0,0,1,0,0,0,0
"T. B., 11358",0,0,0,0,0,1,0,0,0,0
"N. C., 04103",0,0,0,0,0,1,0,0,0,0
"K. S., 38104-4500",0,0,0,0,0,1,0,0,1,0
"L. W., 12866",0,0,0,0,0,1,0,0,0,0
"N. S., 33614",0,0,0,0,0,1,0,0,0,0
"A. Y., 92707",0,0,0,0,0,1,0,0,0,0
"R. G., 14709",0,0,0,0,0,1,0,0,0,0
"T. N., 93001",0,0,0,0,0,1,0,0,0,0
"A. S., 07871",0,0,0,0,0,1,0,0,0,1
"T. M., 74137",0,0,0,0,0,1,0,0,0,0
"S. G., 94947",0,0,0,0,0,1,0,0,0,0
"P. F., 07065",0,0,0,0,0,1,0,1,0,0
"S. H., 10472",0,0,0,0,0,1,0,0,0,0
"L. H., 79720",0,0,0,0,0,1,0,0,0,0
"S. H., 94122",0,0,0,0,0,1,0,0,0,0
"M. G., 68130",0,0,0,0,0,1,0,0,0,0
"E. J., 98112",0,0,0,0,0,1,0,0,0,0
"B. R., 45238",0,0,0,0,0,1,0,0,1,0
"S. V., 97366",0,0,0,0,0,1,0,0,0,0
"A. D., 14240",0,0,0,0,0,1,0,0,0,0
"C. Y., 94513",0,0,0,0,0,1,0,0,0,0
"C. M., 48051",0,0,0,0,0,1,0,0,0,0
"L. S., 48912",0,0,0,0,0,1,0,0,0,0
"G. F., 90045",0,0,0,0,0,1,0,0,0,0
"L. L., 80218",0,0,0,0,0,1,0,0,0,1
"R. D., 06762",0,0,0,0,0,1,0,0,0,0
"J. G., 02474",0,0,0,0,0,1,0,0,0,0
"K. H., 24141",0,0,0,0,0,1,0,0,0,0
"W. D., 33781",0,0,0,0,0,1,0,0,0,0
"C. M., 36609",0,0,0,0,0,1,0,0,0,0
"C. O., 75033",0,0,0,0,0,1,0,0,0,0
"D. A., 94070",0,0,0,0,0,1,0,0,0,0
"W. D., sw16 4up",0,0,0,0,0,1,0,0,0,0
"R. P., 04276",0,0,0,0,0,1,0,0,0,0
"D. L., 55405",0,0,0,0,0,1,0,0,0,0
"R. H., 86440",0,0,0,0,0,1,0,0,0,1
"R. M., 97527",0,0,0,0,0,1,0,0,0,1
"J. S., 93635",0,0,0,0,0,1,0,0,0,0
"T. B., 97405",0,0,0,0,0,1,0,0,0,1
"P. G., 93013",0,0,0,0,0,1,0,0,0,0
"R. B., 60014",0,0,0,0,0,1,0,0,0,1
"S. B., 68506",0,0,0,0,0,1,0,0,0,0
"S. N., 33064",0,0,0,0,0,1,0,0,0,0
"J. G., 93252",0,0,0,0,0,1,0,0,0,0
"R. T., 90405",0,0,0,0,0,1,0,0,0,0
"D. B., 08069",0,0,0,0,0,1,0,0,0,0
"C. M., 78232",0,0,0,0,0,1,0,0,0,0
"R. J., 93907",0,0,0,0,0,1,0,0,0,0
"C. B., 06032",0,0,0,0,0,1,0,0,0,0
"M. S., 34480",0,0,0,0,0,1,0,0,0,0
"B. G., 35816",0,0,0,0,0,1,0,0,0,0
"A. S., 90404",0,0,0,0,0,1,0,0,0,0
"E. S., 08757",0,0,0,0,0,1,0,0,0,0
"K. L., 97437",0,0,0,0,0,1,0,0,0,0
"J. K., 94705",0,0,0,0,0,1,0,0,0,0
"T. S., 06450",0,0,0,0,0,1,0,0,0,0
"M. K., 01062",0,0,0,0,0,1,0,0,0,1
"K. V., 60644",0,0,0,0,0,1,0,0,0,0
"K. C., 30322",0,0,0,0,0,1,0,0,0,0
"N. S., 02155",0,0,0,0,0,1,0,0,0,0
"S. R., 27587",0,0,0,0,0,1,0,0,0,0
"D. P., 90065",0,0,0,0,0,1,0,0,0,0
"C. M., 48220",0,0,0,0,0,1,0,0,0,0
"S. C., 33196",0,0,0,0,0,1,0,0,0,0
"J. R., 33584",0,0,0,0,0,1,0,0,0,0
"T. A., 44121",0,0,0,0,0,1,0,0,0,0
"P. C., 27587",0,0,0,0,0,1,0,0,0,0
"G. C., 75150",0,0,0,0,0,1,0,0,0,0
"J. P., 90037",0,0,0,0,0,1,0,0,0,0
"E. B., 42351",0,0,0,0,0,1,0,0,0,0
"M. C., 14616",0,0,0,0,0,1,0,0,0,0
"D. L., 30064",0,0,0,0,0,1,0,0,0,0
"D. S., 30572",0,0,0,0,0,1,0,0,0,0
"L. M., 78744",0,0,0,0,0,1,0,0,0,0
"M. W., 90065",0,0,0,0,0,1,0,0,0,0
"C. S., 02660",0,0,0,0,0,1,0,0,0,0
"M. S., 83713",0,0,0,0,0,1,0,0,0,0
"O. S., 90003",0,0,0,0,0,1,0,0,0,0
"S. P., 30076",0,0,0,0,0,1,0,0,0,0
"M. A., 90034",0,0,0,0,0,1,0,0,0,0
"G. Y., 07307",0,0,0,0,0,1,0,0,0,0
"D. P., 47401",0,0,0,0,0,1,0,0,0,0
"J. S., 98011",0,0,0,0,0,1,0,0,0,0
"K. S., 18328",0,0,0,0,0,1,0,0,0,0
"B. Z., 37660",0,0,0,0,0,1,0,0,0,0
"D. C., 27893",0,0,0,0,0,1,0,0,0,0
"C. F., 98310",0,0,0,0,0,1,0,0,0,0
"S. L., 80017",0,0,0,0,0,1,0,0,0,0
"Z. M., 27560",0,0,0,0,0,1,0,0,0,0
"M. C., 76034",0,0,0,0,0,1,0,0,0,1
"M. C., 95628",0,0,0,0,0,1,0,0,0,1
"B. L., 15906",0,0,0,0,0,1,0,0,0,0
"N. L., 10705",0,0,0,0,0,1,0,0,0,0
"J. M., 24127",0,0,0,0,0,1,0,0,0,0
"P. T., 28748",0,0,0,0,0,1,0,0,0,0
"B. N., 97405",0,0,0,0,0,1,0,0,0,0
"L. Z., 65535",0,0,0,0,0,1,0,0,0,1
"S. C., 89506",0,0,0,0,0,1,0,0,0,0
"E. C., 06512",0,0,0,0,0,1,0,0,0,0
"M. M., 90026",0,0,0,0,0,1,0,0,0,0
"P. W., 10023",0,0,0,0,0,1,0,0,0,0
"S. N., 21146",0,0,0,0,0,1,0,0,0,0
"G. S., 91016",0,0,0,0,0,1,0,0,0,0
"G. H., 85016",0,0,0,0,0,1,0,0,0,0
"K. W., 85255",0,0,0,0,0,1,0,0,0,0
"H. O., 30101",0,0,0,0,0,1,0,0,0,1
"K. K., 90028",0,0,0,0,0,1,0,0,0,0
"J. M., 92054",0,0,0,0,0,1,0,1,0,0
"M. M., 36869",0,0,0,0,0,1,0,0,0,0
"L. D., 96707",0,0,0,0,0,1,0,0,0,1
"F. J., 11210",0,0,0,0,0,1,0,0,0,0
"T. L., 89169",0,0,0,0,0,1,0,0,0,0
"M. F., 55104",0,0,0,0,0,1,0,0,0,0
"D. B., 20770",0,0,0,0,0,1,0,0,0,1
"D. M., 93455",0,0,0,0,0,1,0,0,0,0
"T. C., 19148",0,0,0,0,0,1,0,0,0,0
"S. B., 19734",0,0,0,0,0,1,0,0,0,0
"K. P., 81419",0,0,0,0,0,1,0,0,0,0
"M. K., 63138",0,0,0,0,0,1,0,0,0,0
"H. B., 10852",0,0,0,0,0,1,0,0,0,0
"J. O., 94560",0,0,0,0,0,1,0,0,0,0
"M. M., 90056",0,0,0,0,0,1,0,0,0,0
"R. B., 45171",0,0,0,0,0,1,0,0,0,0
"R. B., 90043",0,0,0,0,0,1,0,0,0,0
"A. J., 06019",0,0,0,0,0,1,0,0,0,0
